"Customer","CustomerId","CustomerNumber","PartyType","links"
"American Telephone and Telegraph","300000047507270","2073","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507270', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507270', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"John Kim","300000047507530","2081","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507530', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507530', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Office Depot","300000047507594","2084","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507594', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507594', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jen Leaf","300000047572147","2087","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047572147', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047572147', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Metal Works","300000047572208","2090","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047572208', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047572208', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Prouty Supply House","300000047572302","2094","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047572302', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047572302', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Tiffany Irving","300000047626169","2109","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047626169', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047626169', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Saville Miller","300000047626181","2110","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047626181', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047626181', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Anita Kennedy","300000047626193","2111","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047626193', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047626193', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Kerry Lane","300000047661426","2140","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661426', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661426', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Sharon Colby","300000047661438","2141","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661438', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661438', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Brodie Chow","300000047661450","2142","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661450', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661450', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Matthew Schnieder","300000047661462","2143","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661462', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661462', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Tracey Allen","300000047661474","2144","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661474', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661474', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jim Jones","300000047661484","2146","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661484', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661484', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"ABC Hardware Manufacturing","100000000398274","26380","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398274', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398274', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Chengdu Enwei Medical","100000000398280","32600","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398280', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/100000000398280', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Staples","300000047507338","2076","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507338', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507338', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Advanced Corp","300000047507544","2082","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507544', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507544', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jim  Gasol","300000047507658","2085","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507658', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047507658', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Fanta Jabara","300000047661496","2148","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661496', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661496', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Roger Bolton","300000047661508","2149","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661508', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661508', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Robert Lam","300000047661520","2150","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661520', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661520', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Ira Lobis","300000047661532","2151","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661532', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661532', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Charles Demong","300000047661544","2152","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661544', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661544', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Philip Kent","300000047661556","2153","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661556', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047661556', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Jennifer Langley","300000047723171","2159","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723171', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723171', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Henry McNalley","300000047723183","2160","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723183', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723183', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Ajit Saha","300000047723195","2161","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723195', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723195', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Amy Vargo","300000047723207","2162","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723207', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723207', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Debbie Miller","300000047723219","2163","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723219', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723219', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Ryan Lee","300000047414555","2053","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047414555', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047414555', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Adam Jones","300000047572194","2089","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047572194', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047572194', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"B.N.P de Ternes","300000047620114","2101","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047620114', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047620114', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Reading","300000047620129","2103","ORGANIZATION","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047620129', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047620129', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Andrew Moore","300000047723231","2164","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723231', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723231', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Kyle Morgan","300000047723243","2165","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723243', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723243', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Bob Stone","300000047723255","2166","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723255', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723255', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Megan McCullough","300000047723267","2167","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723267', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723267', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Michael Thomas","300000047723279","2168","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723279', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723279', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Scott Bales","300000047723291","2169","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723291', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723291', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
"Joanna Carlson","300000047723303","2170","PERSON","[{'rel': 'self', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723303', 'name': 'shippingCustomersLOV', 'kind': 'item'}, {'rel': 'canonical', 'href': 'https://fa-esdr-dev13-saasfademo1.ds-fa.oraclepdemos.com:443/fscmRestApi/resources/11.13.18.05/shippingCustomersLOV/300000047723303', 'name': 'shippingCustomersLOV', 'kind': 'item'}]"
